"Read","Total_Sales_Turnover","Total_Export_Turnover","Total_Value_Bad_Debts","Profit_Loss_After_Tax","Bank_name","Bank_Branch_Address","Pincode","Amount_Limit_Sanctioned","Amount_Outstanding","Outstanding_Date","Overdue_Amount","Overdue_Date","NameOfTheInsurance","ValueOfTheExport","BuyerNameOfInsuranceDetails","CreditInformation","NonPayment","StateInfo"
"Yes","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Wardha","412004","90000003","8001599","2021-11-14","90000003","2021-11-14","TATA AIG ","90000003","TATA AIG ","4","Test4","Bihar"
"Yes","90000004","80000004","80000004","90000004","Bank of Baroda","Yavatmal","412005","90000004","8001600","2021-10-21","90000004","2021-10-21","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Chhattisgarh"
"Yes","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Bhusawal","412006","90000005","8001601","2021-10-22","90000005","2021-10-22","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Goa"
"Yes","90000006","80000006","80000006","90000006","Bank of India","Bid","412007","90000006","8001602","2021-10-23","90000006","2021-10-23","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Gujarat"
"Yes","90000007","80000007","80000007","90000007","Bank of Maharashtra","Buldhana","412008","90000007","8001603","2021-10-24","90000007","2021-10-24","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Haryana"
"Yes","90000008","80000008","80000008","90000008","Canara Bank","Chandrapur","412009","90000008","8001604","2021-10-25","90000008","2021-10-25","Future Generali India ","90000008","Future Generali India ","9","Test9","Himachal Pradesh"
"Yes","90000009","80000009","80000009","90000009","Central Bank of India","Daulatabad","412010","90000009","8001605","2021-10-26","90000009","2021-10-26","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Jharkhand"
"Yes","90000010","80000010","80000010","90000010","City Union Bank","Dhule","412011","90000010","8001606","2021-10-27","90000010","2021-10-27","Shriram General ","90000010","Shriram General ","11","Test11","Karnataka"
"Yes","90000011","80000011","80000011","90000011","Corporation Bank","Jalgaon","412012","90000011","8001607","2021-10-28","90000011","2021-10-28","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Kerala"
"Yes","90000012","80000012","80000012","90000012","Deutsche Bank","Kalyan","412013","90000012","8001608","2021-10-29","90000012","2021-10-29","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Madhya Pradesh"
"Yes","90000013","80000013","80000013","90000013","Development Credit Bank","Karli","412014","90000013","8001609","2021-10-30","90000013","2021-10-30","SBI General ","90000013","SBI General ","14","Test14","Maharashtra"
"Yes","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Kolhapur","412015","90000014","8001610","2021-10-31","90000014","2021-10-31","L  T General ","90000014","Reliance General  ","15","Test15","Manipur"
"Yes","90000015","80000015","80000015","90000015","Federal Bank","Mahabaleshwar","412016","90000015","8001611","2021-11-01","90000015","2021-11-01","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Meghalaya"
"Yes","90000016","80000016","80000016","90000016","ICICI Bank","Malegaon","412017","90000016","8001612","2021-11-02","90000016","2021-11-02","Reliance General  ","90000016","Reliance General  ","17","Test17","Mizoram"
"Yes","90000017","80000017","80000017","90000017","IDBI Bank","Matheran","412018","90000017","8001613","2021-11-03","90000017","2021-11-03","IFFCO TOKIO ","90000017","Reliance General  ","18","Test18","Nagaland"
"Yes","90000018","80000018","80000018","90000018","Indian Bank","Mumbai","412019","90000018","8001614","2021-11-04","90000018","2021-11-04","TATA AIG ","90000018","TATA AIG ","19","Test19","Odisha"
"Yes","90000019","80000019","80000019","90000019","Indian Overseas Bank","Nagpur","412020","90000019","8001615","2021-11-05","90000019","2021-11-05","Bajaj Allianz ","90000019","Bajaj Allianz ","20","Test20","Punjab"
"Yes","90000020","80000020","80000020","90000020","IndusInd Bank","Nanded","412021","90000020","8001616","2021-11-06","90000020","2021-11-06","Cholamandalam MS ","90000020","Cholamandalam MS ","21","Test21","Rajasthan"
"Yes","90000021","80000021","80000021","90000021","ING Vysya Bank","Nashik","412022","90000021","8001617","2021-11-07","90000021","2021-11-07","ICICI Lombard ","90000021","ICICI Lombard ","22","Test22","Sikkim"
"Yes","90000022","80000022","80000022","90000022","Jammu and Kashmir Bank","Osmanabad","412023","90000022","8001618","2021-11-08","90000022","2021-11-08","HDFC ERGO ","90000022","HDFC ERGO ","23","Test23","Tamil Nadu"
"Yes","90000023","80000023","80000023","90000023","Karnataka Bank Ltd","Pandharpur","412024","90000023","8001619","2021-11-09","90000023","2021-11-09","Future Generali India ","90000023","Future Generali India ","24","Test24","Telangana"
"Yes","90000024","80000024","80000024","90000024","Karur Vysya Bank","Parbhani","412025","90000024","8001620","2021-11-10","90000024","2021-11-10","Universal Sompo ","90000024","Universal Sompo ","25","Test25","Tripura"
"Yes","90000025","80000025","80000025","90000025","Kotak Bank","Pune","412026","90000025","8001621","2021-11-11","90000025","2021-11-11","Shriram General ","90000025","Shriram General ","26","Test26","Uttar Pradesh"
"Yes","90000026","80000026","80000026","90000026","Laxmi Vilas Bank","Ratnagiri","412027","90000026","8001622","2021-11-12","90000026","2021-11-12","Bharti AXA General","90000026","Bharti AXA General","27","Test27","Uttarakhand"
"Yes","90000027","80000027","80000027","90000027","Oriental Bank of Commerce","Sangli","412028","90000027","8001623","2021-11-13","90000027","2021-11-13","Raheja QBE ","90000027","Raheja QBE ","28","Test28","West Bengal"
"Yes","90000028","80000028","80000028","90000028","Punjab National Bank  Corporate Banking","Satara","412029","90000028","8001624","2021-11-14","90000028","2021-11-14","SBI General ","90000028","SBI General ","29","Test29","Andhra Pradesh"
"Yes","90000029","80000029","80000029","90000029","Punjab National Bank  Retail Banking","Sevagram","412030","90000029","8001625","2021-10-21","90000029","2021-10-21","L  T General ","90000029","Reliance General  ","30","Test30","Arunachal Pradesh"
"Yes","90000030","80000030","80000030","90000030","Punjab Sind Bank","Solapur","412031","90000030","8001626","2021-10-22","90000030","2021-10-22","Royal Sundaram  ","90000030","Royal Sundaram  ","31","Test31","Assam"
"Yes","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Thane","412032","90000031","8001627","2021-10-23","90000031","2021-10-23","Reliance General  ","90000031","Reliance General  ","32","Test32","Bihar"
"Yes","90000032","80000032","80000032","90000032","South Indian Bank","Ulhasnagar","412033","90000032","8001628","2021-10-24","90000032","2021-10-24","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Chhattisgarh"
"Yes","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Osmanabad","412034","90000033","8001629","2021-10-25","90000033","2021-10-25","TATA AIG ","90000033","TATA AIG ","34","Test34","Goa"
"Yes","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Pandharpur","412035","90000034","8001630","2021-10-26","90000034","2021-10-26","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Gujarat"
"Yes","90000035","80000035","80000035","90000035","State Bank of India","Parbhani","412036","90000035","8001631","2021-10-27","90000035","2021-10-27","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Haryana"
"Yes","90000036","80000036","80000036","90000036","State Bank of Mysore","Pune","412037","90000036","8001632","2021-10-28","90000036","2021-10-28","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Himachal Pradesh"
"Yes","90000037","80000037","80000037","90000037","State Bank of Patiala","Ratnagiri","412038","90000037","8001633","2021-10-29","90000037","2021-10-29","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Jharkhand"
"Yes","90000038","80000038","80000038","90000038","State Bank of Travancore","Sangli","412039","90000038","8001634","2021-10-30","90000038","2021-10-30","Future Generali India ","90000038","Future Generali India ","39","Test39","Karnataka"
"Yes","90000039","80000039","80000039","90000039","Syndicate Bank","Satara","412040","90000039","8001635","2021-10-31","90000039","2021-10-31","Universal Sompo ","90000039","Universal Sompo ","40","Test40","Kerala"
"Yes","90000040","80000040","80000040","90000040","Tamilnad Mercantile Bank Ltd","Sevagram","412041","90000040","8001636","2021-11-01","90000040","2021-11-01","Shriram General ","90000040","Shriram General ","41","Test41","Madhya Pradesh"
"Yes","90000041","80000041","80000041","90000041","UCO Bank","Solapur","412042","90000041","8001637","2021-11-02","90000041","2021-11-02","Bharti AXA General","90000041","Bharti AXA General","42","Test42","Maharashtra"
"Yes","90000000","80000000","80000000","90000000","Allahabad Bank","Thane","412001","90000000","8001638","2021-11-03","90000000","2021-11-03","Royal Sundaram  ","90000000","Royal Sundaram  ","1","Test1","Manipur"
"Yes","90000001","80000001","80000001","90000001","Andhra Bank","Ulhasnagar","412002","90000001","8001639","2021-11-04","90000001","2021-11-04","Reliance General  ","90000001","Reliance General  ","2","Test2","Meghalaya"
"Yes","90000002","80000002","80000002","90000002","Axis Bank","Vasai Virar","412003","90000002","8001640","2021-11-05","90000002","2021-11-05","IFFCO TOKIO ","90000002","TATA AIG ","3","Test3","Mizoram"
"Yes","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Wardha","412004","90000003","8001641","2021-11-06","90000003","2021-11-06","TATA AIG ","90000003","TATA AIG ","4","Test4","Nagaland"
"Yes","90000004","80000004","80000004","90000004","Bank of Baroda","Sangli","412005","90000004","8001642","2021-11-07","90000004","2021-11-07","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Odisha"
"Yes","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Satara","412006","90000005","8001643","2021-11-08","90000005","2021-11-08","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Punjab"
"Yes","90000006","80000006","80000006","90000006","Bank of India","Sevagram","412007","90000006","8001644","2021-11-09","90000006","2021-11-09","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Rajasthan"
"Yes","90000007","80000007","80000007","90000007","Bank of Maharashtra","Solapur","412008","90000007","8001645","2021-11-10","90000007","2021-11-10","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Sikkim"
"Yes","90000008","80000008","80000008","90000008","Canara Bank","Thane","412009","90000008","8001646","2021-11-11","90000008","2021-11-11","Future Generali India ","90000008","Future Generali India ","9","Test9","Tamil Nadu"
"Yes","90000009","80000009","80000009","90000009","Central Bank of India","Ulhasnagar","412010","90000009","8001647","2021-11-12","90000009","2021-11-12","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Telangana"
"Yes","90000010","80000010","80000010","90000010","City Union Bank","Vasai Virar","412011","90000010","8001648","2021-11-13","90000010","2021-11-13","Shriram General ","90000010","Shriram General ","11","Test11","Tripura"
"Yes","90000011","80000011","80000011","90000011","Corporation Bank","Wardha","412012","90000011","8001649","2021-10-21","90000011","2021-10-21","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Uttar Pradesh"
"Yes","90000012","80000012","80000012","90000012","Deutsche Bank","Yavatmal","412013","90000012","8001650","2021-10-22","90000012","2021-10-22","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Uttarakhand"
"Yes","90000013","80000013","80000013","90000013","Development Credit Bank","Amravati","412014","90000013","8001651","2021-10-23","90000013","2021-10-23","SBI General ","90000013","SBI General ","14","Test14","West Bengal"
"Yes","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Aurangabad","412015","90000014","8001652","2021-10-24","90000014","2021-10-24","L  T General ","90000014","Reliance General  ","15","Test15","Andhra Pradesh"
"Yes","90000015","80000015","80000015","90000015","Federal Bank","Bhandara","412016","90000015","8001653","2021-10-25","90000015","2021-10-25","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Arunachal Pradesh"
"Yes","90000016","80000016","80000016","90000016","ICICI Bank","Bhusawal","412017","90000016","8001654","2021-10-26","90000016","2021-10-26","Reliance General  ","90000016","Reliance General  ","17","Test17","Assam"
"Yes","90000017","80000017","80000017","90000017","IDBI Bank","Bid","412018","90000017","8001655","2021-10-27","90000017","2021-10-27","IFFCO TOKIO ","90000017","Reliance General  ","18","Test18","Bihar"
"Yes","90000018","80000018","80000018","90000018","Indian Bank","Buldhana","412019","90000018","8001656","2021-10-28","90000018","2021-10-28","TATA AIG ","90000018","TATA AIG ","19","Test19","Chhattisgarh"
"Yes","90000019","80000019","80000019","90000019","Indian Overseas Bank","Chandrapur","412020","90000019","8001657","2021-10-29","90000019","2021-10-29","Bajaj Allianz ","90000019","Bajaj Allianz ","20","Test20","Goa"
"Yes","90000020","80000020","80000020","90000020","IndusInd Bank","Daulatabad","412021","90000020","8001658","2021-10-30","90000020","2021-10-30","Cholamandalam MS ","90000020","Cholamandalam MS ","21","Test21","Gujarat"
"Yes","90000021","80000021","80000021","90000021","ING Vysya Bank","Dhule","412022","90000021","8001659","2021-10-31","90000021","2021-10-31","ICICI Lombard ","90000021","ICICI Lombard ","22","Test22","Haryana"
"Yes","90000022","80000022","80000022","90000022","Jammu and Kashmir Bank","Jalgaon","412023","90000022","8001660","2021-11-01","90000022","2021-11-01","HDFC ERGO ","90000022","HDFC ERGO ","23","Test23","Himachal Pradesh"
"Yes","90000023","80000023","80000023","90000023","Karnataka Bank Ltd","Kalyan","412024","90000023","8001661","2021-11-02","90000023","2021-11-02","Future Generali India ","90000023","Future Generali India ","24","Test24","Jharkhand"
"Yes","90000024","80000024","80000024","90000024","Karur Vysya Bank","Karli","412025","90000024","8001662","2021-11-03","90000024","2021-11-03","Universal Sompo ","90000024","Universal Sompo ","25","Test25","Karnataka"
"Yes","90000025","80000025","80000025","90000025","Kotak Bank","Kolhapur","412026","90000025","8001663","2021-11-04","90000025","2021-11-04","Shriram General ","90000025","Shriram General ","26","Test26","Kerala"
"Yes","90000026","80000026","80000026","90000026","Laxmi Vilas Bank","Mahabaleshwar","412027","90000026","8001664","2021-11-05","90000026","2021-11-05","Bharti AXA General","90000026","Bharti AXA General","27","Test27","Madhya Pradesh"
"Yes","90000027","80000027","80000027","90000027","Oriental Bank of Commerce","Malegaon","412028","90000027","8001665","2021-11-06","90000027","2021-11-06","Raheja QBE ","90000027","Raheja QBE ","28","Test28","Maharashtra"
"Yes","90000028","80000028","80000028","90000028","Punjab National Bank  Corporate Banking","Matheran","412029","90000028","8001666","2021-11-07","90000028","2021-11-07","SBI General ","90000028","SBI General ","29","Test29","Manipur"
"Yes","90000029","80000029","80000029","90000029","Punjab National Bank  Retail Banking","Mumbai","412030","90000029","8001667","2021-11-08","90000029","2021-11-08","L  T General ","90000029","Reliance General  ","30","Test30","Meghalaya"
"Yes","90000030","80000030","80000030","90000030","Punjab Sind Bank","Nagpur","412031","90000030","8001668","2021-11-09","90000030","2021-11-09","Royal Sundaram  ","90000030","Royal Sundaram  ","31","Test31","Mizoram"
"Yes","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Nanded","412032","90000031","8001669","2021-11-10","90000031","2021-11-10","Reliance General  ","90000031","Reliance General  ","32","Test32","Nagaland"
"Yes","90000032","80000032","80000032","90000032","South Indian Bank","Nashik","412033","90000032","8001670","2021-11-11","90000032","2021-11-11","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Odisha"
"Yes","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Osmanabad","412034","90000033","8001671","2021-11-12","90000033","2021-11-12","TATA AIG ","90000033","TATA AIG ","34","Test34","Punjab"
"Yes","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Pandharpur","412035","90000034","8001672","2021-11-13","90000034","2021-11-13","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Rajasthan"
"Yes","90000035","80000035","80000035","90000035","State Bank of India","Parbhani","412036","90000035","8001673","2021-11-14","90000035","2021-11-14","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Sikkim"
"Yes","90000036","80000036","80000036","90000036","State Bank of Mysore","Pune","412037","90000036","8001674","2021-10-21","90000036","2021-10-21","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Tamil Nadu"
"Yes","90000037","80000037","80000037","90000037","State Bank of Patiala","Ratnagiri","412038","90000037","8001675","2021-10-22","90000037","2021-10-22","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Telangana"
"Yes","90000038","80000038","80000038","90000038","State Bank of Travancore","Sangli","412039","90000038","8001676","2021-10-23","90000038","2021-10-23","Future Generali India ","90000038","Future Generali India ","39","Test39","Tripura"
"Yes","90000039","80000039","80000039","90000039","Syndicate Bank","Satara","412040","90000039","8001677","2021-10-24","90000039","2021-10-24","Universal Sompo ","90000039","Universal Sompo ","40","Test40","Uttar Pradesh"
"Yes","90000040","80000040","80000040","90000040","Tamilnad Mercantile Bank Ltd","Sevagram","412041","90000040","8001678","2021-10-25","90000040","2021-10-25","Shriram General ","90000040","Shriram General ","41","Test41","Uttarakhand"
"Yes","90000041","80000041","80000041","90000041","UCO Bank","Solapur","412042","90000041","8001679","2021-10-26","90000041","2021-10-26","Bharti AXA General","90000041","Bharti AXA General","42","Test42","West Bengal"
"Yes","90000000","80000000","80000000","90000000","Allahabad Bank","Thane","412001","90000000","8001680","2021-10-27","90000000","2021-10-27","Royal Sundaram  ","90000000","Royal Sundaram  ","1","Test1","Andhra Pradesh"
"Yes","90000001","80000001","80000001","90000001","Andhra Bank","Ulhasnagar","412002","90000001","8001681","2021-10-28","90000001","2021-10-28","Reliance General  ","90000001","Reliance General  ","2","Test2","Arunachal Pradesh"
"Yes","90000002","80000002","80000002","90000002","Axis Bank","Vasai Virar","412003","90000002","8001682","2021-10-29","90000002","2021-10-29","IFFCO TOKIO ","90000002","TATA AIG ","3","Test3","Assam"
"Yes","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Wardha","412004","90000003","8001683","2021-10-30","90000003","2021-10-30","TATA AIG ","90000003","TATA AIG ","4","Test4","Bihar"
"Yes","90000004","80000004","80000004","90000004","Bank of Baroda","Yavatmal","412005","90000004","8001684","2021-10-31","90000004","2021-10-31","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Chhattisgarh"
"Yes","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Bhusawal","412006","90000005","8001685","2021-11-01","90000005","2021-11-01","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Goa"
"Yes","90000006","80000006","80000006","90000006","Bank of India","Bid","412007","90000006","8001686","2021-11-02","90000006","2021-11-02","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Gujarat"
"Yes","90000007","80000007","80000007","90000007","Bank of Maharashtra","Buldhana","412008","90000007","8001687","2021-11-03","90000007","2021-11-03","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Haryana"
"Yes","90000008","80000008","80000008","90000008","Canara Bank","Chandrapur","412009","90000008","8001688","2021-11-04","90000008","2021-11-04","Future Generali India ","90000008","Future Generali India ","9","Test9","Himachal Pradesh"
"Yes","90000009","80000009","80000009","90000009","Central Bank of India","Daulatabad","412010","90000009","8001689","2021-11-05","90000009","2021-11-05","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Jharkhand"
"Yes","90000010","80000010","80000010","90000010","City Union Bank","Dhule","412011","90000010","8001690","2021-11-06","90000010","2021-11-06","Shriram General ","90000010","Shriram General ","11","Test11","Karnataka"
"Yes","90000011","80000011","80000011","90000011","Corporation Bank","Jalgaon","412012","90000011","8001691","2021-11-07","90000011","2021-11-07","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Kerala"
"Yes","90000012","80000012","80000012","90000012","Deutsche Bank","Kalyan","412013","90000012","8001692","2021-11-08","90000012","2021-11-08","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Madhya Pradesh"
"Yes","90000013","80000013","80000013","90000013","Development Credit Bank","Karli","412014","90000013","8001693","2021-11-09","90000013","2021-11-09","SBI General ","90000013","SBI General ","14","Test14","Maharashtra"
"Yes","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Kolhapur","412015","90000014","8001694","2021-11-10","90000014","2021-11-10","L  T General ","90000014","Reliance General  ","15","Test15","Manipur"
"Yes","90000015","80000015","80000015","90000015","Federal Bank","Mahabaleshwar","412016","90000015","8001695","2021-11-11","90000015","2021-11-11","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Meghalaya"
"Yes","90000016","80000016","80000016","90000016","ICICI Bank","Malegaon","412017","90000016","8001696","2021-11-12","90000016","2021-11-12","Reliance General  ","90000016","Reliance General  ","17","Test17","Mizoram"
"No","90000017","80000017","80000017","90000017","IDBI Bank","Matheran","412018","90000017","8001697","2021-11-13","90000017","2021-11-13","IFFCO TOKIO ","90000017","Reliance General  ","18","Test18","Nagaland"
"No","90000018","80000018","80000018","90000018","Indian Bank","Mumbai","412019","90000018","8001698","2021-11-14","90000018","2021-11-14","TATA AIG ","90000018","TATA AIG ","19","Test19","Odisha"
"No","90000019","80000019","80000019","90000019","Indian Overseas Bank","Nagpur","412020","90000019","8001699","2021-10-21","90000019","2021-10-21","Bajaj Allianz ","90000019","Bajaj Allianz ","20","Test20","Punjab"
"No","90000020","80000020","80000020","90000020","IndusInd Bank","Nanded","412021","90000020","8001700","2021-10-22","90000020","2021-10-22","Cholamandalam MS ","90000020","Cholamandalam MS ","21","Test21","Rajasthan"
"No","90000021","80000021","80000021","90000021","ING Vysya Bank","Nashik","412022","90000021","8001701","2021-10-23","90000021","2021-10-23","ICICI Lombard ","90000021","ICICI Lombard ","22","Test22","Sikkim"
"No","90000022","80000022","80000022","90000022","Jammu and Kashmir Bank","Osmanabad","412023","90000022","8001702","2021-10-24","90000022","2021-10-24","HDFC ERGO ","90000022","HDFC ERGO ","23","Test23","Tamil Nadu"
"No","90000023","80000023","80000023","90000023","Karnataka Bank Ltd","Pandharpur","412024","90000023","8001703","2021-10-25","90000023","2021-10-25","Future Generali India ","90000023","Future Generali India ","24","Test24","Telangana"
"No","90000024","80000024","80000024","90000024","Karur Vysya Bank","Parbhani","412025","90000024","8001704","2021-10-26","90000024","2021-10-26","Universal Sompo ","90000024","Universal Sompo ","25","Test25","Tripura"
"No","90000025","80000025","80000025","90000025","Kotak Bank","Pune","412026","90000025","8001705","2021-10-27","90000025","2021-10-27","Shriram General ","90000025","Shriram General ","26","Test26","Uttar Pradesh"
"No","90000026","80000026","80000026","90000026","Laxmi Vilas Bank","Ratnagiri","412027","90000026","8001706","2021-10-28","90000026","2021-10-28","Bharti AXA General","90000026","Bharti AXA General","27","Test27","Uttarakhand"
"No","90000027","80000027","80000027","90000027","Oriental Bank of Commerce","Sangli","412028","90000027","8001707","2021-10-29","90000027","2021-10-29","Raheja QBE ","90000027","Raheja QBE ","28","Test28","West Bengal"
"No","90000028","80000028","80000028","90000028","Punjab National Bank  Corporate Banking","Satara","412029","90000028","8001708","2021-10-30","90000028","2021-10-30","SBI General ","90000028","SBI General ","29","Test29","Andhra Pradesh"
"No","90000029","80000029","80000029","90000029","Punjab National Bank  Retail Banking","Sevagram","412030","90000029","8001709","2021-10-31","90000029","2021-10-31","L  T General ","90000029","Reliance General  ","30","Test30","Arunachal Pradesh"
"No","90000030","80000030","80000030","90000030","Punjab Sind Bank","Solapur","412031","90000030","8001710","2021-11-01","90000030","2021-11-01","Royal Sundaram  ","90000030","Royal Sundaram  ","31","Test31","Assam"
"No","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Thane","412032","90000031","8001711","2021-11-02","90000031","2021-11-02","Reliance General  ","90000031","Reliance General  ","32","Test32","Bihar"
"No","90000032","80000032","80000032","90000032","South Indian Bank","Osmanabad","412033","90000032","8001712","2021-11-03","90000032","2021-11-03","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Chhattisgarh"
"No","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Pandharpur","412034","90000033","8001713","2021-11-04","90000033","2021-11-04","TATA AIG ","90000033","TATA AIG ","34","Test34","Goa"
"No","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Parbhani","412035","90000034","8001714","2021-11-05","90000034","2021-11-05","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Gujarat"
"No","90000035","80000035","80000035","90000035","State Bank of India","Pune","412036","90000035","8001715","2021-11-06","90000035","2021-11-06","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Haryana"
"No","90000036","80000036","80000036","90000036","State Bank of Mysore","Ratnagiri","412037","90000036","8001716","2021-11-07","90000036","2021-11-07","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Himachal Pradesh"
"No","90000037","80000037","80000037","90000037","State Bank of Patiala","Sangli","412038","90000037","8001717","2021-11-08","90000037","2021-11-08","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Jharkhand"
"No","90000038","80000038","80000038","90000038","State Bank of Travancore","Satara","412039","90000038","8001718","2021-11-09","90000038","2021-11-09","Future Generali India ","90000038","Future Generali India ","39","Test39","Karnataka"
"No","90000039","80000039","80000039","90000039","Syndicate Bank","Sevagram","412040","90000039","8001719","2021-11-10","90000039","2021-11-10","Universal Sompo ","90000039","Universal Sompo ","40","Test40","Kerala"
"No","90000040","80000040","80000040","90000040","Tamilnad Mercantile Bank Ltd","Solapur","412041","90000040","8001720","2021-11-11","90000040","2021-11-11","Shriram General ","90000040","Shriram General ","41","Test41","Madhya Pradesh"
"No","90000041","80000041","80000041","90000041","UCO Bank","Thane","412042","90000041","8001721","2021-11-12","90000041","2021-11-12","Bharti AXA General","90000041","Bharti AXA General","42","Test42","Maharashtra"
"No","90000000","80000000","80000000","90000000","Allahabad Bank","Ulhasnagar","412001","90000000","8001722","2021-11-13","90000000","2021-11-13","Royal Sundaram  ","90000000","Royal Sundaram  ","1","Test1","Manipur"
"No","90000001","80000001","80000001","90000001","Andhra Bank","Vasai Virar","412002","90000001","8001723","2021-11-14","90000001","2021-11-14","Reliance General  ","90000001","Reliance General  ","2","Test2","Meghalaya"
"No","90000002","80000002","80000002","90000002","Axis Bank","Wardha","412003","90000002","8001724","2021-10-21","90000002","2021-10-21","IFFCO TOKIO ","90000002","TATA AIG ","3","Test3","Mizoram"
"No","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Sangli","412004","90000003","8001725","2021-10-22","90000003","2021-10-22","TATA AIG ","90000003","TATA AIG ","4","Test4","Nagaland"
"No","90000004","80000004","80000004","90000004","Bank of Baroda","Satara","412005","90000004","8001726","2021-10-23","90000004","2021-10-23","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Odisha"
"No","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Sevagram","412006","90000005","8001727","2021-10-24","90000005","2021-10-24","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Punjab"
"No","90000006","80000006","80000006","90000006","Bank of India","Solapur","412007","90000006","8001728","2021-10-25","90000006","2021-10-25","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Rajasthan"
"No","90000007","80000007","80000007","90000007","Bank of Maharashtra","Thane","412008","90000007","8001729","2021-10-26","90000007","2021-10-26","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Sikkim"
"No","90000008","80000008","80000008","90000008","Canara Bank","Ulhasnagar","412009","90000008","8001730","2021-10-27","90000008","2021-10-27","Future Generali India ","90000008","Future Generali India ","9","Test9","Tamil Nadu"
"No","90000009","80000009","80000009","90000009","Central Bank of India","Vasai Virar","412010","90000009","8001731","2021-10-28","90000009","2021-10-28","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Telangana"
"No","90000010","80000010","80000010","90000010","City Union Bank","Wardha","412011","90000010","8001732","2021-10-29","90000010","2021-10-29","Shriram General ","90000010","Shriram General ","11","Test11","Tripura"
"No","90000011","80000011","80000011","90000011","Corporation Bank","Yavatmal","412012","90000011","8001733","2021-10-30","90000011","2021-10-30","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Uttar Pradesh"
